"image","xmin","ymin","xmax","ymax","label"
"104.jpg",641.7994376757263,406.6800109863281,672.5098846063729,431.63999633789064,"ball"
"104.jpg",535.2727419165885,407.63999633789064,566.9428742970946,428.7600036621094,"ball"
"104.jpg",781.915636715089,404.76000366210934,806.8678977272727,425.8800109863281,"ball"
"104.jpg",786.7141371836925,445.07997436523436,819.343955014058,474.84003295898435,"ball"
"104.jpg",979.6138413776944,524.7600036621094,1022.8003455951264,567.9600036621094,"ball"
"104.jpg",1129.3271145735707,537.2400329589843,1177.3121192596063,585.2400329589843,"ball"
"104.jpg",1069.825738050609,511.31998901367183,1115.8913718369258,558.3600036621093,"ball"
"104.jpg",1175.3927483598875,552.6000183105468,1226.2568826148079,605.4000183105468,"ball"
"106.jpg",280.9522170805998,545.8799743652344,326.05812880740393,588.1199890136719,"ball"
"106.jpg",504.56236820524833,495.00001831054686,536.232427366448,523.8000183105469,"ball"
"106.jpg",631.2427512886597,494.04003295898434,663.8725691190252,522.8400329589844,"ball"
"106.jpg",796.3111381208996,490.20001831054685,831.8200855201499,519.9600036621093,"ball"
"106.jpg",800.1499531396438,542.0400329589844,842.3767719072164,582.3600036621094,"ball"
"106.jpg",1025.6794751640111,645.7199890136718,1087.1003690253044,699.4799743652343,"ball"
"106.jpg",1147.561357778819,626.5199890136719,1201.3046216026241,684.1199890136719,"ball"
"106.jpg",1092.858481724461,627.4799743652344,1137.0047446110589,680.2799743652344,"ball"
"106.jpg",1219.5388648078724,659.1600036621094,1279.9999999999998,713.8799743652344,"ball"
"107.jpg",292.468625527179,633.2400329589843,342.3730011129334,675.4799743652343,"ball"
"107.jpg",474.81160672446106,583.3199890136718,509.3608686738519,615.9600036621093,"ball"
"107.jpg",612.0487494142455,579.4799743652344,651.3964386129335,615.9600036621094,"ball"
"107.jpg",793.4320817713214,578.5199890136719,831.8200855201499,612.1199890136719,"ball"
"107.jpg",796.3111381208996,637.0799743652343,846.2155869259606,681.2400329589843,"ball"
"10ad0c335e429c53ec8c40d5aa1e9f539540fb1f.jpg",364.4460959465792,388.4399963378906,393.477038425492,409.56000366210935,"ball"
"10ad0c335e429c53ec8c40d5aa1e9f539540fb1f.jpg",533.3533710168697,148.43999633789062,555.4264292408621,165.71998901367186,"ball"
"10ad0c335e429c53ec8c40d5aa1e9f539540fb1f.jpg",632.2024367385192,148.43999633789062,649.4770677132145,167.6399963378906,"ball"
"10ad0c335e429c53ec8c40d5aa1e9f539540fb1f.jpg",727.212760660731,148.43999633789062,749.2858921040299,166.6800109863281,"ball"
"10ad0c335e429c53ec8c40d5aa1e9f539540fb1f.jpg",629.3233803889409,379.7999816894531,655.2352536316776,402.83999633789057,"ball"
"10ad0c335e429c53ec8c40d5aa1e9f539540fb1f.jpg",628.363621719775,532.4400329589844,652.3561240627928,555.4799743652344,"ball"
"11.jpg",76.53610444001873,507.47997436523434,126.44048002577318,548.7600036621093,"ball"
"11.jpg",182.10311474929708,519.0000183105468,231.0478048851921,565.0799743652343,"ball"
"11.jpg",244.48362084114336,491.1600036621094,289.58949595829426,526.6799743652343,"ball"
"11.jpg",321.2596283388003,495.96000366210933,369.2445964151827,542.0400329589843,"ball"
"11.jpg",440.26241799437673,495.00001831054686,479.61010719306466,533.4000183105469,"ball"
"11.jpg",394.1968574273664,497.8799743652344,436.42360297563255,536.2799743652344,"ball"
"11.jpg",521.5969862933457,503.8799743652344,563.8238050609183,539.4000183105469,"ball"
"11.jpg",724.0937646438613,445.8000183105469,756.7235092549204,473.64003295898436,"ball"
"11.jpg",804.9484536082474,409.56000366210935,828.9409559512652,432.5999816894531,"ball"
"11.jpg",983.452729615745,411.4800109863281,1009.3646028584817,437.3999816894531,"ball"
"11.jpg",1080.3823512183692,413.3999816894531,1106.2943708997188,441.2400329589844,"ball"
"11.jpg",794.3917672211808,513.2400329589843,839.4976423383316,563.1600036621094,"ball"
"111.jpg",129.31960959465792,342.36000366210936,163.86879832474227,374.99998168945314,"ball"
"111.jpg",302.0656264643861,413.3999816894531,342.3730011129335,447.9600036621094,"ball"
"111.jpg",471.9325503748828,393.2399963378906,510.3205541237113,427.7999816894531,"ball"
"111.jpg",552.5473728912839,453.71998901367186,597.6532480084347,495.9600036621094,"ball"
"112.jpg",70.77788191190253,383.63999633789064,112.0449786199625,424.9199890136719,"ball"
"112.jpg",443.14154756326144,452.76000366210934,483.44892221180874,495.96000366210933,"ball"
"112.jpg",525.4358013120899,393.71998901367186,565.7432491799436,434.0399963378906,"ball"
"112.jpg",617.8069353327085,437.3999816894531,661.9531249999999,475.8000183105469,"ball"
"112.jpg",713.7769447047797,504.60001831054683,771.3589503280224,551.6400329589843,"ball"
"112.jpg",255.99999267806933,375.9600036621094,293.4283109770384,412.43999633789065,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",279.99249502108717,566.0400329589844,311.6626274015932,591.0000183105469,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",540.0712423851921,134.0399963378906,561.1846151593252,153.2399963378906,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",828.9409559512652,85.07999267578124,846.2155869259606,107.15998535156248,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",632.2024367385192,135.96000366210936,651.3964386129334,154.1999816894531,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",629.3233803889409,277.0800109863281,654.2755681818181,295.31998901367183,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",757.9231343720712,347.1600036621094,781.915636715089,370.1999816894531,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",666.7516254686035,290.5199890136719,686.9053860121836,307.79998168945315,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",667.7113841377694,448.91998901367185,684.9859418931584,471.96000366210933,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",673.4695700562323,392.28001098632814,698.4217578491096,417.23999633789066,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",920.1124648547328,440.27997436523435,946.9840967666354,460.4400329589844,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",777.1171362464854,453.71998901367186,796.3111381208996,472.91998901367185,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",774.2380798969072,481.56000366210935,796.3111381208996,503.64003295898436,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",606.2905634957825,540.1199890136719,628.363621719775,563.1600036621094,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",479.6101071930646,499.8000183105469,503.6026095360824,520.9199890136719,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",870.2080892689784,522.8400329589844,898.9990920805998,548.7600036621094,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",807.827583177132,478.67997436523433,827.0215850515463,498.84003295898435,"ball"
"112b1ee90956c958e9ffe85d0f6eff35079fd216.jpg",625.4845653701967,435.4800109863281,646.5979381443298,454.6799743652344,"ball"
"113.jpg",159.0702978561387,424.91998901367185,209.9343955014058,462.36000366210936,"ball"
"113.jpg",361.5670395970009,407.63999633789064,399.95504334582944,448.9199890136719,"ball"
"113.jpg",528.5548705482661,381.71998901367186,565.0234301780692,417.2399963378906,"ball"
"113.jpg",572.7010602155576,499.8000183105469,619.7263794517338,544.9199890136719,"ball"
"113.jpg",732.0112611293346,480.60001831054683,786.7141371836926,531.4799743652343,"ball"
"113.jpg",881.7244611059043,557.4000183105469,937.3870958294282,612.1199890136719,"ball"
"114.jpg",192.65980113636363,432.5999816894531,236.8059908036551,485.40001831054684,"ball"
"114.jpg",400.9147287956888,428.76000366210934,443.14154756326144,470.04003295898434,"ball"
"114.jpg",620.6860649015932,525.7199890136718,676.3486264058107,569.8799743652343,"ball"
"114.jpg",773.2783944470477,505.56000366210935,827.0215850515464,557.4000183105469,"ball"
"114.jpg",956.5810977038425,580.4400329589844,1016.082474226804,639.9600036621093,"ball"
"12.jpg",68.85847440253045,495.96000366210933,118.76288659793812,541.0799743652343,"ball"
"12.jpg",172.50611381208995,510.36000366210936,225.2896189667291,557.4000183105469,"ball"
"12.jpg",234.88661990393626,476.76000366210934,284.7909954896907,524.7600036621093,"ball"
"12.jpg",318.3804987699156,493.07997436523436,363.4864104967197,532.4400329589844,"ball"
"12.jpg",521.8369259606372,491.1600036621094,565.9831156279287,532.4400329589844,"ball"
"12.jpg",439.3027325445173,489.24003295898433,478.65042174320524,530.5199890136719,"ball"
"12.jpg",390.59798207591376,490.67997436523433,432.8247276241799,531.9600036621093,"ball"
"12.jpg",729.3720712277412,435.71998901367186,763.9212599578256,463.56000366210935,"ball"
"12.jpg",812.6260836457357,398.99998168945314,843.3364573570759,426.8399963378906,"ball"
"12.jpg",815.5051399953139,513.2400329589843,867.3289597000937,559.3199890136718,"ball"
"12.jpg",991.1303596532333,400.91998901367185,1021.8407333645736,427.7999816894531,"ball"
"12.jpg",1089.0197399250233,400.91998901367185,1121.6494845360824,436.4399963378906,"ball"
"120.jpg",79.41519739925023,300.11998901367184,110.12560772024366,326.9999816894531,"ball"
"120.jpg",272.3149015932521,348.11998901367184,313.58199830131207,378.83999633789057,"ball"
"120.jpg",649.4770677132145,396.11998901367184,686.9053860121836,437.3999816894531,"ball"
"120.jpg",747.3664479850046,404.76000366210934,782.8753953842548,446.04003295898434,"ball"
"120.jpg",726.2530752108715,359.63999633789064,758.882893041237,387.4800109863281,"ball"
"120.jpg",783.8350808341143,425.8800109863281,823.1827700328022,461.40001831054684,"ball"
"120.jpg",844.2961428069352,431.63999633789064,887.4826470243672,474.8400329589844,"ball"
"120.jpg",991.1303596532333,447.00001831054686,1037.1958470009372,485.40001831054684,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",536.232427366448,74.51998901367188,552.5473728912839,92.7599853515625,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",538.1518714854733,139.79998168945312,559.2652442596063,158.9999816894531,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",628.363621719775,142.6800109863281,646.5979381443298,160.91998901367185,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",638.920381326148,269.3999816894531,657.1546245313964,289.56000366210935,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",628.363621719775,416.28001098632814,650.436753163074,437.3999816894531,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",648.5173822633551,514.2000183105469,667.7113841377693,540.1199890136719,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",627.4039362699156,522.8400329589844,647.5576235941892,543.9600036621093,"ball"
"120c1099ea126746e3b811785a3294fac945323d.jpg",941.2259108481724,540.1199890136719,966.1780986410496,567.0000183105469,"ball"
"121.jpg",272.3149015932521,348.11998901367184,304.9447194236176,376.91998901367185,"ball"
"121.jpg",650.436753163074,392.28001098632814,689.7844423617619,432.59998168945316,"ball"
"121.jpg",725.2933897610121,354.8399963378906,756.9634489222118,384.5999816894531,"ball"
"121.jpg",748.326133434864,406.6800109863281,782.8753953842548,443.1600036621094,"ball"
"121.jpg",847.17527237582,429.71998901367186,889.4020911433926,471.9600036621094,"ball"
"121.jpg",992.0899718837862,443.1600036621094,1035.2764761012183,485.4000183105469,"ball"
"121.jpg",781.915636715089,422.0399963378906,820.3036404639175,465.2400329589844,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",538.1518714854733,132.11998901367187,558.3055588097469,154.19998168945312,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",630.2830658388003,133.08001098632812,649.4770677132145,152.2800109863281,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",717.6157597235239,133.08001098632812,735.8500761480786,155.16000366210938,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",633.1621221883786,271.3199890136719,650.436753163074,292.43999633789065,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",622.6054358013121,399.9600036621094,644.678567244611,422.0399963378906,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",541.0309278350516,554.5199890136719,565.0234301780694,582.3600036621094,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",746.4067625351452,426.8399963378906,767.5201353092782,447.00001831054686,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",947.9437822164948,429.71998901367186,970.0168404404873,451.8000183105469,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",958.5004686035613,464.27997436523435,981.5333587160262,488.27997436523435,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",636.0412517572634,500.76000366210934,657.1546245313964,519.0000183105468,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",600.5323775773195,564.1199890136719,625.4845653701967,588.1199890136719,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",650.436753163074,543.0000183105468,673.4695700562323,565.0799743652343,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",682.1068855435801,449.8799743652344,703.2202583177132,467.1600036621094,"ball"
"12173e78ba33a81b0eb2943f846d46cf8b5606a0.jpg",613.008434864105,447.9600036621094,637.0009372071228,469.07997436523436,"ball"
"122.jpg",270.39549408388,344.28001098632814,307.8238123828491,376.9199890136719,"ball"
"122.jpg",79.41519739925023,300.11998901367184,107.24647815135894,324.11998901367184,"ball"
"122.jpg",653.3158827319587,402.8399963378906,690.7441278116213,438.36000366210936,"ball"
"122.jpg",846.2155869259606,431.63999633789064,886.5229615745079,469.07997436523436,"ball"
"122.jpg",993.0497305529522,441.2400329589844,1034.3168638706654,482.5199890136719,"ball"
"122.jpg",782.8753953842548,423.9600036621094,825.102140932521,461.4000183105469,"ball"
"122.jpg",746.4067625351452,404.76000366210934,780.9559512652295,441.24003295898433,"ball"
"123.jpg",270.39549408388,340.4399963378906,308.7834978327085,374.9999816894531,"ball"
"123.jpg",499.7638677366448,397.0800109863281,543.9100574039362,443.1600036621093,"ball"
"123.jpg",662.9128836691658,443.1600036621094,705.139629217432,493.07997436523436,"ball"
"123.jpg",780.9559512652296,419.1600036621094,819.3439550140581,459.4799743652344,"ball"
"123.jpg",994.969101452671,441.2400329589844,1033.3571052014995,482.5199890136719,"ball"
"123.jpg",844.2961428069352,429.71998901367186,888.4424056935331,470.04003295898434,"ball"
"123.jpg",748.326133434864,402.8399963378906,779.0365803655106,439.3199890136719,"ball"
"123.jpg",77.49578988987815,295.3199890136719,107.24647815135894,324.1199890136719,"ball"
"124.jpg",272.3149015932521,341.3999816894531,307.8238123828491,374.99998168945314,"ball"
"124.jpg",392.2774133083411,408.5999816894531,441.22210344423615,450.84003295898435,"ball"
"124.jpg",664.8322545688847,498.84003295898435,721.4545747422679,554.5199890136719,"ball"
"124.jpg",744.4873916354264,400.91998901367185,783.8350808341144,441.24003295898433,"ball"
"124.jpg",845.2559014761011,427.7999816894531,886.5229615745079,471.00001831054686,"ball"
"124.jpg",781.915636715089,414.36000366210936,819.3439550140581,460.4400329589844,"ball"
"124.jpg",992.0899718837862,439.3199890136719,1033.3571052014995,481.5600036621094,"ball"
"124.jpg",77.49578988987815,290.5199890136719,106.28679270149952,321.2399963378906,"ball"
"125.jpg",79.41519739925023,296.28001098632814,106.28679270149954,320.28001098632814,"ball"
"125.jpg",268.47612318416117,341.3999816894531,310.70290534208056,376.91998901367185,"ball"
"125.jpg",306.8641269329897,414.36000366210936,357.7282245782568,460.4400329589844,"ball"
"125.jpg",744.4873916354264,401.8800109863281,780.9559512652296,436.4399963378906,"ball"
"125.jpg",844.2961428069352,429.71998901367186,884.6035906747891,465.2400329589844,"ball"
"125.jpg",781.915636715089,417.2399963378906,822.2230845829429,457.56000366210935,"ball"
"125.jpg",989.2108423149015,438.36000366210936,1035.2764761012183,478.6799743652344,"ball"
"126.jpg",363.48641049671977,432.5999816894531,388.438598289597,455.64003295898436,"ball"
"126.jpg",527.5951118791003,147.48001098632812,548.7085578725398,169.56000366210938,"ball"
"126.jpg",631.2427512886597,145.56000366210938,652.3561240627928,169.56000366210938,"ball"
"126.jpg",734.8903906982192,149.3999816894531,759.8425784910964,166.6800109863281,"ball"
"126.jpg",629.3233803889409,296.28001098632814,652.3561240627928,318.36000366210936,"ball"
"126.jpg",592.8547475398312,517.0799743652343,614.9278789831302,540.1199890136718,"ball"
"126.jpg",641.7994376757263,465.24003295898433,661.9531249999999,490.20001831054685,"ball"
"126.jpg",616.847249882849,495.96000366210933,641.7994376757263,521.8799743652344,"ball"
"126.jpg",624.5248799203373,549.7199890136718,650.436753163074,570.8400329589844,"ball"
"126.jpg",684.9859418931584,488.27997436523435,708.0187587863168,510.36000366210936,"ball"
"126.jpg",651.3964386129334,536.2799743652344,670.5904404873476,562.2000183105469,"ball"
"126.jpg",664.8322545688847,459.47997436523434,687.865071462043,484.4400329589843,"ball"
"127.jpg",525.6757409793814,144.59998168945313,548.7085578725398,167.63999633789064,"ball"
"127.jpg",631.2427512886597,150.36000366210936,651.3964386129334,167.6399963378906,"ball"
"127.jpg",733.9306320290534,145.56000366210938,755.044078022493,167.63999633789064,"ball"
"127.jpg",629.3233803889409,296.28001098632814,652.3561240627928,316.43999633789065,"ball"
"127.jpg",348.13122364104964,433.56000366210935,375.00285555295216,456.60001831054683,"ball"
"127.jpg",591.8950620899718,518.0400329589844,613.9681203139643,539.1600036621094,"ball"
"127.jpg",640.8397522258668,467.1600036621094,663.8725691190252,488.27997436523435,"ball"
"127.jpg",622.6054358013121,548.7600036621094,646.5979381443299,572.7600036621094,"ball"
"127.jpg",618.7666207825679,499.8000183105469,640.8397522258668,519.0000183105469,"ball"
"127.jpg",683.0665709934395,485.40001831054684,707.0590733364573,509.40001831054684,"ball"
"127.jpg",651.3964386129334,536.2799743652344,674.4292555060917,559.3199890136718,"ball"
"128.jpg",344.2924086223055,432.5999816894531,374.0430968837863,455.64003295898436,"ball"
"128.jpg",525.6757409793814,149.3999816894531,548.7085578725398,168.5999816894531,"ball"
"128.jpg",629.3233803889409,146.51998901367188,652.3561240627928,170.51998901367188,"ball"
"128.jpg",734.8903906982192,149.3999816894531,753.1246339034676,169.56000366210935,"ball"
"128.jpg",629.3233803889409,296.28001098632814,651.3964386129334,320.28001098632814,"ball"
"128.jpg",589.0159325210872,516.1199890136719,617.8069353327086,541.0799743652344,"ball"
"128.jpg",638.920381326148,469.07997436523436,663.8725691190252,491.1600036621094,"ball"
"128.jpg",652.3561240627928,535.3199890136718,672.5098846063729,566.0400329589843,"ball"
"128.jpg",625.4845653701967,549.7199890136718,649.4770677132145,573.7199890136718,"ball"
"128.jpg",617.8069353327085,497.8799743652344,642.7591231255857,524.7600036621094,"ball"
"13.jpg",48.70478707825679,484.4400329589844,103.40769974226804,537.2400329589843,"ball"
"13.jpg",162.90911287488285,504.60001831054683,217.61198892924085,552.6000183105468,"ball"
"13.jpg",233.9268978444236,472.91998901367185,279.9924950210871,511.31998901367183,"ball"
"13.jpg",315.50140581068416,484.4400329589844,366.3655400656045,528.6000183105468,"ball"
"13.jpg",540.0712423851921,481.56000366210935,581.3383757029053,527.6400329589843,"ball"
"13.jpg",755.044078022493,419.1600036621094,792.472396321462,452.7600036621094,"ball"
"13.jpg",839.4976423383317,378.8399963378906,875.9662751874414,412.43999633789065,"ball"
"13.jpg",1038.1556056701031,384.5999816894531,1069.8257380506093,420.11998901367184,"ball"
